;trackName;artists;primaryArtist;album;durationMs;explicit;artistGenres;popularity;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;timeSignature
2478;Dirty Harry;['Gorillaz'];Gorillaz;Demon Days;230426;False;['alternative hip hop'];71;0.625;0.877;10.0;-7.176;0.0;0.162;0.0315;0.0811;0.672;0.865;192.296;4.0
2479;Change of Plan;['Lorne Balfe'];Lorne Balfe;Mission: Impossible - Fallout (Music from the Motion Picture);347360;False;['british soundtrack', 'epicore', 'scorecore', 'soundtrack', 'video game music'];31;0.517;0.606;8.0;-13.791;1.0;0.034;0.353;0.887;0.209;0.131;107.014;4.0
2480;Banicja;['Bisz'];Bisz;Wilk chodnikowy;285098;False;['polish alternative rap', 'polish hip hop'];40;0.552;0.788;0.0;-6.338;0.0;0.0785;0.381;4.05e-06;0.112;0.176;129.971;4.0
2481;Time Flies;['Drake'];Drake;Dark Lane Demo Tapes;192931;True;['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap'];74;0.864;0.477;10.0;-5.786;1.0;0.224;0.201;0.0;0.182;0.5;86.46;4.0
2482;Najshajs;['Sarius', 'Gibbs', 'Rogal DDL'];Sarius;Antihype;350909;False;['polish alternative rap', 'polish hip hop'];43;0.744;0.885;0.0;-3.762;1.0;0.352;0.302;0.0;0.102;0.367;131.91;4.0
2483;Should You Choose to Accept...;['Lorne Balfe'];Lorne Balfe;Mission: Impossible - Fallout (Music from the Motion Picture);154653;False;['british soundtrack', 'epicore', 'scorecore', 'soundtrack', 'video game music'];33;0.107;0.066;9.0;-24.491;1.0;0.0452;0.766;0.761;0.065;0.0343;71.95;3.0
2484;Boom, Boom, Boom, Boom!!;['Vengaboys'];Vengaboys;Boom, Boom, Boom, Boom!!;202570;False;['bubblegum dance', 'dance pop', 'eurodance', 'europop'];75;0.811;0.935;11.0;-4.595;0.0;0.0407;0.0134;0.411;0.0244;0.968;138.479;4.0
2485;Legend Has It;['Run The Jewels'];Run The Jewels;Run the Jewels 3;205866;True;['escape room', 'hip hop', 'political hip hop'];59;0.829;0.563;7.0;-7.082;1.0;0.254;0.0249;0.0;0.0967;0.469;120.965;4.0
2486;Hard Knock Life (Ghetto Anthem);['JAY-Z'];JAY-Z;Vol.2... Hard Knock Life;238466;True;['east coast hip hop', 'hip hop', 'rap'];69;0.884;0.679;10.0;-5.857;0.0;0.282;0.0957;0.00209;0.0289;0.591;76.993;4.0
2487;Party Up;['DMX'];DMX;...And Then There Was X;268866;True;['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap'];73;0.51;0.931;11.0;-3.302;1.0;0.347;0.0738;0.0;0.5;0.53;201.936;4.0
2488;"Flynn Lives - From ""TRON: Legacy""/Score";['Daft Punk'];Daft Punk;TRON: Legacy;202146;False;['electro', 'filter house'];45;0.45;0.278;1.0;-14.318;1.0;0.034;0.95;0.646;0.185;0.0421;108.004;4.0
2489;Międzynarodowa #2;['PRO8L3M'];PRO8L3M;Ground Zero Mixtape;22588;False;['polish alternative rap', 'polish hip hop'];0;0.34;0.69;10.0;-10.749;0.0;0.246;0.885;0.88;0.32;0.527;167.512;5.0
2490;Taste (feat. Offset);['Tyga', 'Offset'];Tyga;Taste (feat. Offset);232959;True;['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'];77;0.884;0.559;0.0;-7.442;1.0;0.12;0.0236;0.0;0.101;0.342;97.994;4.0
2491;(Just Step Prelude);['Mobb Deep'];Mobb Deep;The Infamous;66333;True;['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap'];41;0.671;0.167;9.0;-19.469;1.0;0.728;0.748;0.0;0.189;0.874;95.933;4.0
2492;Where The Boats Go;['M83'];M83;Hurry Up, We're Dreaming;106213;False;['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop'];42;0.213;0.0695;11.0;-14.832;1.0;0.0409;0.0185;0.958;0.124;0.0382;112.192;4.0
2493;Aglow (Intro) - Slowed Down Version;['Karamel Kel'];Karamel Kel;Aglow (Intro) [Slowed Down Version];139741;False;['slowed and reverb'];61;0.283;0.112;3.0;-14.598;1.0;0.0288;0.981;0.908;0.0772;0.298;164.072;4.0
2494;High Enough - RAC Remix;['K.Flay', 'RAC'];K.Flay;High Enough (RAC Remix);208866;False;['electropop', 'escape room', 'hip pop', 'indie poptimism', 'modern rock', 'pop', 'rock'];75;0.324;0.681;7.0;-4.697;1.0;0.0373;0.24;0.354;0.0783;0.294;132.993;3.0
2495;Ostatni Dzień Lata;['Da Vosk Docta'];Da Vosk Docta;W#3;171400;False;['polish alternative rap', 'wave'];39;0.55;0.652;6.0;-8.472;0.0;0.0969;0.0226;0.833;0.103;0.213;139.941;4.0
2496;Fair Play;['PRO8L3M'];PRO8L3M;Ground Zero Mixtape;204000;False;['polish alternative rap', 'polish hip hop'];43;0.585;0.825;1.0;-4.493;0.0;0.233;0.303;0.0;0.524;0.421;79.982;4.0
2497;Planet 9;['Adam Port'];Adam Port;Planet 9 EP;441229;False;['deep disco house'];37;0.7;0.52;1.0;-12.175;1.0;0.0664;0.153;0.916;0.0414;0.37;122.007;4.0
2498;Sick Boy;['PRO8L3M'];PRO8L3M;Ground Zero Mixtape;98048;False;['polish alternative rap', 'polish hip hop'];36;0.695;0.854;9.0;-6.742;1.0;0.127;0.451;7.07e-05;0.78;0.275;163.991;4.0
2499;Tears in the Rain;['Hans Zimmer', 'Benjamin Wallfisch'];Hans Zimmer;Blade Runner 2049 (Original Motion Picture Soundtrack);130543;False;['german soundtrack', 'soundtrack'];48;0.193;0.306;0.0;-17.996;1.0;0.0429;0.654;0.859;0.0822;0.0316;116.493;3.0
2500;Synthetic God;['Andreas Waldetoft'];Andreas Waldetoft;Stellaris Synthethic Dawn;296482;False;['video game music'];38;0.293;0.357;10.0;-13.958;1.0;0.0323;0.09;0.936;0.103;0.0361;119.976;4.0
2501;Filipiny;['Bedoes', 'Kubi Producent'];Bedoes;Filipiny;160676;False;['polish hip hop', 'polish trap'];41;0.696;0.84;8.0;-5.374;0.0;0.344;0.122;0.0;0.243;0.369;150.121;4.0
2502;Build A Pyre (Begin Again);['Son Lux'];Son Lux;Alternate Worlds;243273;False;['abstract hip hop'];19;0.492;0.613;11.0;-7.683;1.0;0.0502;0.592;0.0831;0.0667;0.388;180.011;4.0
2503;Coraz więcej;['Smolasty'];Smolasty;Los;168709;False;['polish hip hop', 'polish pop', 'polish trap'];28;0.519;0.559;0.0;-8.948;1.0;0.28;0.393;0.0;0.11;0.246;147.897;4.0
2504;STUPID (feat. Yung Baby Tate);['Ashnikko', 'Baby Tate'];Ashnikko;Hi, It's Me;167317;True;['alt z', 'electropop', 'escape room', 'pop'];73;0.772;0.637;2.0;-6.881;1.0;0.114;0.00459;0.0;0.0778;0.54;149.906;4.0
2505;Black Out Days - Future Islands Remix;['Phantogram', 'Future Islands'];Phantogram;Black Out Days (Future Islands Remix);248346;False;['electropop', 'indietronica', 'metropopolis', 'modern rock'];82;0.477;0.483;4.0;-9.413;0.0;0.0364;0.0027;0.783;0.156;0.123;170.026;4.0
2506;Kevin’s Heart;['J. Cole'];J. Cole;KOD;200309;True;['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap'];74;0.829;0.527;6.0;-6.644;0.0;0.367;0.482;0.0;0.631;0.475;116.079;4.0
2507;The Courtesy Call;['Aperture Science Psychoacoustic Laboratories'];Aperture Science Psychoacoustic Laboratories;Portal 2: Songs to Test By (Collectors Edition);217879;False;['video game music'];26;0.28;0.616;6.0;-10.343;1.0;0.0448;0.835;0.863;0.0984;0.13;110.016;4.0
2508;Overdose;['grandson'];grandson;a modern tragedy vol. 1;231213;False;['modern alternative rock', 'modern rock', 'rock'];56;0.529;0.686;4.0;-5.869;0.0;0.0579;0.00251;0.0965;0.22;0.116;144.033;4.0
2509;Temperature's Rising (feat. Crystal Johnson);['Mobb Deep', 'Crystal Johnson'];Mobb Deep;The Infamous;300200;True;['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap'];58;0.804;0.823;1.0;-5.422;0.0;0.256;0.0812;0.0;0.0794;0.719;87.322;4.0
2510;Torch;['Pouya', 'Fat Nick'];Pouya;Drop Out of School;173479;True;['aesthetic rap', 'dark trap', 'emo rap', 'miami hip hop', 'underground hip hop'];48;0.849;0.736;9.0;-6.661;1.0;0.147;0.00493;0.0;0.0757;0.271;147.904;4.0
2511;Witch Club;['Coals', 'Hatti Vatti'];Coals;Tamagotchi;197600;False;['polish alternative', 'polish electronica'];24;0.444;0.278;11.0;-14.432;0.0;0.0502;0.698;0.0512;0.442;0.272;119.396;4.0
2512;Hello Darkness;['BOKKA'];BOKKA;Life on Planet B;297876;False;['polish alternative', 'polish electronica', 'polish indie'];19;0.548;0.864;0.0;-8.254;1.0;0.0379;0.00263;0.828;0.114;0.358;133.977;4.0
2513;Droga zwycięstwa;['Sulin'];Sulin;Ponad tym;158693;False;['smutny rap'];10;0.601;0.76;8.0;-5.902;1.0;0.0721;0.314;0.0;0.343;0.595;87.727;4.0
2514;A miało być jak we śnie (feat. Taco Hemingway);['Artur Rojek', 'Taco Hemingway'];Artur Rojek;A miało być jak we śnie (feat. Taco Hemingway);217242;True;['polish alternative', 'polish indie', 'polish pop'];45;0.759;0.574;0.0;-5.301;0.0;0.0416;0.0368;1.1e-05;0.12;0.0614;129.949;4.0
2515;Silny jak nigdy, wkurwiony jak zwykle;['Gruby Mielzky', 'The Returners'];Gruby Mielzky;Silny jak nigdy, wkurwiony jak zwykle;269999;True;['polish alternative rap', 'polish hip hop'];44;0.683;0.768;10.0;-5.566;0.0;0.24;0.0272;0.0;0.339;0.598;80.018;4.0
2516;Shalala;['Moses Gunn Collective'];Moses Gunn Collective;Mercy Mountain;228015;False;['indie garage rock', 'neo-psychedelic'];59;0.452;0.729;7.0;-5.6;1.0;0.0304;0.0192;0.0583;0.115;0.46;84.005;4.0
2517;you not the same - slowed down version;['TileKid'];TileKid;you not the same (slowed down version);159808;False;[];66;0.113;0.0394;4.0;-34.768;0.0;0.0462;0.97;0.886;0.0849;0.0362;71.373;5.0
2518;Skit 2;['Białas'];Białas;H8;21381;False;['polish hip hop', 'polish trap'];0;0.522;0.581;2.0;-12.797;1.0;0.443;0.784;4.24e-06;0.235;0.292;115.511;3.0
2519;Dragostea Din Tei;['O-Zone'];O-Zone;DiscO-Zone;213920;False;['bubblegum dance', 'eurodance', 'europop', 'moldovan pop'];58;0.812;0.968;0.0;-3.758;1.0;0.0421;0.161;0.0;0.0661;0.706;130.093;4.0
2520;You Shook Me All Night Long;['AC/DC'];AC/DC;Back In Black;210173;False;['australian rock', 'hard rock', 'rock'];81;0.532;0.767;7.0;-5.509;1.0;0.0574;0.00287;0.000513;0.39;0.755;127.361;4.0
2521;Hardcore Pleasure;['Bedoes', 'Lanek', 'Flexxy 2115', 'Kuqe 2115'];Bedoes;Opowieści z Doliny Smoków;143813;False;['polish hip hop', 'polish trap'];49;0.72;0.624;6.0;-9.622;1.0;0.276;0.108;0.0;0.145;0.693;150.9;4.0
2522;Sikam Szampan;['Mr. Polska'];Mr. Polska;Bajki Na Dobranoc (EXTENDED EDITION);148662;False;['dutch hip hop', 'polish hip hop', 'polish trap'];50;0.935;0.762;9.0;-9.512;0.0;0.0831;0.605;0.000887;0.112;0.814;130.024;4.0
2523;In Our Blood;['Fenech-Soler'];Fenech-Soler;Rituals (Special Edition);263773;False;['alternative dance', 'indie poptimism', 'metropopolis', 'new rave', 'northamptonshire indie', 'shimmer pop', 'vapor soul'];18;0.526;0.813;0.0;-4.407;0.0;0.0812;0.0362;0.0;0.108;0.471;125.946;4.0
2524;Byłem taki smutny;['Sulin'];Sulin;Ponad tym;211400;False;['smutny rap'];12;0.563;0.614;6.0;-5.922;1.0;0.203;0.0707;0.0;0.0548;0.404;112.694;3.0
2525;Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally);['Macklemore & Ryan Lewis', 'Macklemore', 'Ryan Lewis', 'Grandmaster Melle Mel', 'Grandmaster Caz', 'Kool Moe Dee', 'Eric Nally'];Macklemore & Ryan Lewis;This Unruly Mess I've Made;292593;True;['dance pop', 'pop', 'pop rap', 'seattle hip hop'];69;0.828;0.609;1.0;-4.402;1.0;0.0694;0.0916;1.21e-06;0.291;0.707;109.725;4.0
2526;NIKMI NIKMI;['Sir Mich', 'TEDE'];Sir Mich;NOJI?;202866;True;['polish alternative rap', 'polish hip hop'];14;0.72;0.631;8.0;-7.041;1.0;0.489;0.452;0.0;0.195;0.36;156.297;4.0
2527;4th Dimension;['KIDS SEE GHOSTS', 'Louis Prima'];KIDS SEE GHOSTS;KIDS SEE GHOSTS;153351;True;['hip hop', 'rap'];71;0.765;0.542;1.0;-6.755;1.0;0.39;0.278;1.87e-05;0.609;0.734;171.945;4.0
2528;Najnowszy Klip;['Dawid Podsiadło'];Dawid Podsiadło;Malomiasteczkowy;229666;False;['polish alternative', 'polish pop', 'talent show'];61;0.719;0.673;8.0;-8.083;1.0;0.0343;0.0661;1.34e-06;0.135;0.345;94.008;4.0
2529;I Wanna Dance with Somebody (Who Loves Me);['Whitney Houston'];Whitney Houston;Whitney;291293;False;['dance pop', 'pop', 'urban contemporary'];83;0.709;0.824;1.0;-8.824;1.0;0.0453;0.207;0.000307;0.0888;0.867;118.818;4.0
2530;You're Mine (feat. Oscar And The Wolf) - Radio Edit;['Raving George', 'Oscar and the Wolf'];Raving George;You're Mine (feat. Oscar And The Wolf) [Radio Edit];241693;False;['belgian techno'];39;0.712;0.515;3.0;-8.555;0.0;0.0456;0.041;0.423;0.101;0.239;107.965;4.0
2531;Bounce Back;['Big Sean'];Big Sean;I Decided.;222360;True;['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap'];75;0.78;0.575;1.0;-5.628;0.0;0.139;0.106;0.0;0.129;0.273;81.502;4.0
2532;She Sells Sanctuary;['The Cult'];The Cult;Love;252533;False;['album rock', 'alternative rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock'];72;0.55;0.765;7.0;-8.684;1.0;0.0287;4.76e-06;0.873;0.132;0.419;139.46;4.0
2533;Blue Faces;['P-Flow'];P-Flow;Flowers;234005;True;['norwegian pop rap'];30;0.708;0.569;10.0;-8.011;0.0;0.133;0.264;0.0993;0.101;0.507;135.016;4.0
2534;Time Machine;['WILLOW'];WILLOW;WILLOW;143640;True;['afrofuturism', 'dance pop', 'electropop', 'pop', 'post-teen pop'];75;0.606;0.532;3.0;-6.076;1.0;0.0416;0.44;0.0;0.132;0.405;81.332;3.0
2535;The Exchange;['Lorne Balfe'];Lorne Balfe;Mission: Impossible - Fallout (Music from the Motion Picture);354940;False;['british soundtrack', 'epicore', 'scorecore', 'soundtrack', 'video game music'];36;0.351;0.552;2.0;-16.464;1.0;0.0498;0.522;0.821;0.086;0.0581;109.883;1.0
2536;Mistrz ping-ponga;['PRO8L3M'];PRO8L3M;Art Brut 2;83360;False;['polish alternative rap', 'polish hip hop'];43;0.536;0.799;5.0;-5.144;1.0;0.379;0.335;0.0;0.0865;0.724;165.983;4.0
2537;You're Gonna Go Far, Kid;['The Offspring'];The Offspring;Rise And Fall, Rage And Grace;177826;True;['alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk'];81;0.55;0.917;0.0;-3.159;1.0;0.0638;0.00428;0.0;0.197;0.601;126.115;4.0
2538;49 Bye-Byes - 2005 Remaster;['Crosby, Stills & Nash'];Crosby, Stills & Nash;Crosby, Stills & Nash;305093;False;['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock'];38;0.611;0.482;4.0;-11.315;1.0;0.0276;0.23;6.53e-06;0.0791;0.691;117.993;4.0
2539;Co Cię trapi;['Reto', 'Borixon', 'dzikakorea', 'SecretRank'];Reto;420024;190239;False;['polish hip hop', 'polish trap'];42;0.56;0.782;10.0;-5.245;0.0;0.308;0.169;0.0;0.0914;0.541;149.011;4.0
2540;Bitter Sweet Symphony;['The Verve'];The Verve;Urban Hymns (Remastered 2016);357266;False;['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'pop rock', 'rock', 'shoegaze'];81;0.356;0.917;9.0;-6.006;1.0;0.0479;0.0335;0.0;0.406;0.518;171.176;4.0
2541;BagBak;['Vince Staples'];Vince Staples;Big Fish Theory;160506;True;['conscious hip hop', 'escape room', 'hip hop', 'rap', 'underground hip hop'];57;0.76;0.828;1.0;-4.532;1.0;0.0789;0.0478;0.000427;0.0893;0.923;82.006;4.0
2542;Voulez-Vous;['ABBA'];ABBA;Voulez-Vous;309173;False;['europop', 'swedish pop'];70;0.708;0.774;11.0;-6.931;0.0;0.0372;0.149;0.00109;0.169;0.903;126.636;4.0
2543;Nocturne;['Daft Punk'];Daft Punk;TRON: Legacy - The Complete Edition (Original Motion Picture Soundtrack);101688;False;['electro', 'filter house'];45;0.182;0.033;9.0;-27.558;0.0;0.0369;0.391;0.706;0.11;0.0348;68.469;5.0
2544;Malaria;['Epic Mountain'];Epic Mountain;Kurzgesagt, Vol. 3 (Original Motion Picture Soundtrack);418298;False;['video game music'];16;0.211;0.286;7.0;-17.676;0.0;0.0458;0.853;0.77;0.165;0.105;179.999;3.0
2545;Half Light;['ÆSTRAL'];ÆSTRAL;Half Light;230034;False;['drift phonk', 'wave'];52;0.366;0.601;8.0;-7.724;0.0;0.0429;0.0122;0.938;0.122;0.0381;120.031;4.0
2546;Business;['Eminem'];Eminem;The Eminem Show;251720;True;['detroit hip hop', 'hip hop', 'rap'];68;0.901;0.813;7.0;-4.509;1.0;0.199;0.0325;1.09e-05;0.144;0.502;96.442;4.0
2547;Wiele;['PlanBe'];PlanBe;Wiele;177310;False;['polish hip hop', 'polish trap'];7;0.84;0.83;6.0;-4.226;0.0;0.124;0.555;0.0;0.0895;0.5;122.071;4.0
2548;Fastrygi;['Mela Koteluk'];Mela Koteluk;Migracje;264309;False;['poezja spiewana', 'polish alternative', 'polish pop'];10;0.581;0.68;4.0;-6.658;0.0;0.0288;0.234;6.43e-05;0.121;0.341;128.036;4.0
2549;Lie Love Live Love;['AWOLNATION'];AWOLNATION;Run;281081;False;['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop'];34;0.638;0.663;3.0;-6.679;1.0;0.0513;0.0684;0.0105;0.366;0.54;140.026;4.0
2550;Tarzan;['Bedoes', 'Kubi Producent'];Bedoes;Kwiat polskiej młodzieży;653626;False;['polish hip hop', 'polish trap'];42;0.43;0.422;11.0;-14.061;0.0;0.461;0.0272;0.00143;0.0713;0.0896;101.363;3.0
2551;Triumverate;['John D. Boswell'];John D. Boswell;Works for Film, Vol. 1;161494;False;[];10;0.328;0.468;7.0;-9.818;1.0;0.0325;0.135;0.917;0.119;0.142;109.048;4.0
2552;Smokin' And Ridin' (feat. Freddie Gibbs & Problem);['BJ The Chicago Kid', 'Freddie Gibbs', 'Problem'];BJ The Chicago Kid;The Music of Grand Theft Auto V, Vol. 1: Original Music;212533;True;['alternative r&b', 'chicago rap', 'hip hop', 'indie r&b', 'indie soul', 'neo soul', 'r&b', 'underground hip hop'];56;0.45;0.718;0.0;-4.035;0.0;0.256;0.161;2.14e-05;0.323;0.715;131.978;4.0
2553;Gorgeous;['Kanye West', 'Kid Cudi', 'Raekwon'];Kanye West;My Beautiful Dark Twisted Fantasy;357653;True;['chicago rap', 'rap'];72;0.598;0.713;6.0;-3.625;0.0;0.0326;0.0207;0.000175;0.431;0.118;91.964;4.0
2554;10 Freaky Girls (with 21 Savage);['Metro Boomin', '21 Savage'];Metro Boomin;NOT ALL HEROES WEAR CAPES (Deluxe);208293;True;['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'];79;0.81;0.353;6.0;-9.931;0.0;0.31;0.588;0.0;0.102;0.0727;88.031;4.0
2555;Czego się boję;['Kuban'];Kuban;Myślisz jeszcze?;238840;False;['polish alternative rap', 'polish hip hop'];28;0.597;0.786;11.0;-5.079;0.0;0.182;0.204;0.000271;0.0901;0.431;128.087;4.0
2556;Me No Care;['Zeds Dead'];Zeds Dead;Northern Lights;192000;False;['brostep', 'canadian electronic', 'dubstep', 'edm', 'electro house', 'electronic trap', 'progressive electro house', 'vapor twitch'];30;0.6;0.886;1.0;-4.61;1.0;0.13;0.0206;0.213;0.106;0.359;175.033;4.0
2557;Biały i młody;['Bedoes', 'Kubi Producent'];Bedoes;Aby śmierć miała znaczenie;234800;False;['polish hip hop', 'polish trap'];52;0.714;0.664;1.0;-8.807;1.0;0.283;0.178;0.0;0.105;0.236;132.107;4.0
2558;Mamy swoje za uszami;['Kuban'];Kuban;Myślisz jeszcze?;209120;False;['polish alternative rap', 'polish hip hop'];29;0.505;0.697;2.0;-6.033;1.0;0.396;0.149;8.76e-06;0.121;0.418;76.392;4.0
2559;Shattered Dreams;['Earl Sweatshirt'];Earl Sweatshirt;Some Rap Songs;141000;True;['alternative hip hop', 'experimental hip hop', 'hip hop', 'rap', 'underground hip hop'];63;0.377;0.506;11.0;-4.773;0.0;0.157;0.00889;1.15e-06;0.482;0.787;145.254;4.0
2560;Experience;['Ludovico Einaudi', 'Daniel Hope', 'I Virtuosi Italiani'];Ludovico Einaudi;In A Time Lapse;315426;False;['bow pop', 'compositional ambient', 'neo-classical'];81;0.447;0.449;2.0;-10.634;1.0;0.0376;0.934;0.961;0.0697;0.036;92.468;4.0
2561;Happy Song;['Bring Me The Horizon'];Bring Me The Horizon;That's The Spirit;239386;True;['melodic metalcore', 'metalcore', 'rock', 'uk metalcore'];68;0.295;0.924;5.0;-3.407;1.0;0.0678;4.02e-05;0.00462;0.377;0.219;171.941;4.0
2562;lost In suffering;['aarise'];aarise;lost In suffering;265284;False;[];31;0.515;0.574;5.0;-8.865;0.0;0.0273;0.0103;0.873;0.236;0.0381;101.337;4.0
2563;She Looks Like Fun;['Arctic Monkeys'];Arctic Monkeys;Tranquility Base Hotel & Casino;182560;True;['garage rock', 'permanent wave', 'rock', 'sheffield indie'];49;0.514;0.773;0.0;-3.754;1.0;0.0388;0.00944;0.00326;0.387;0.445;103.943;4.0
2564;Jak Nagrać 1szą Płytę?;['Łona I Webber'];Łona I Webber;Koniec Żartów;124800;False;['polish alternative', 'polish alternative rap', 'polish hip hop'];23;0.681;0.772;1.0;-5.423;1.0;0.286;0.0643;0.0;0.036;0.962;92.282;4.0
2565;Shook Ones, Pt. II - Instrumental;['Mobb Deep'];Mobb Deep;The Infamous - 25th Anniversary Expanded Edition;276640;False;['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap'];46;0.718;0.778;10.0;-6.701;0.0;0.0451;0.000815;0.855;0.042;0.642;93.961;4.0
2566;A Certain Romance;['Arctic Monkeys'];Arctic Monkeys;Whatever People Say I Am, That's What I'm Not;331200;False;['garage rock', 'permanent wave', 'rock', 'sheffield indie'];54;0.455;0.881;11.0;-5.587;1.0;0.0401;0.000566;6.06e-05;0.11;0.201;137.949;4.0
2567;Galactivation;['Shakatura'];Shakatura;Galactivation;280920;False;['psychill'];35;0.74;0.618;10.0;-9.013;0.0;0.108;0.104;0.346;0.42;0.409;89.0;4.0
2568;The Yum Factor;['Kaminanda'];Kaminanda;Gateways of Consciousness;388163;False;['ambient psychill', 'downtempo bass', 'psychill', 'world fusion'];26;0.687;0.666;6.0;-9.391;0.0;0.0384;0.04;0.251;0.0849;0.169;96.479;4.0
2569;State of Elevation;['Dillon Cooper'];Dillon Cooper;State of Elevation;219947;True;[];49;0.766;0.571;8.0;-7.437;1.0;0.282;0.327;0.0;0.0829;0.701;93.862;4.0
2570;Memory;['Hans Zimmer', 'Benjamin Wallfisch'];Hans Zimmer;Blade Runner 2049 (Original Motion Picture Soundtrack);152934;False;['german soundtrack', 'soundtrack'];43;0.0616;0.207;7.0;-21.33;0.0;0.0595;0.875;0.943;0.0669;0.0271;68.67;4.0
2571;Powiedział mi ktoś;['Sarius', 'Gibbs'];Sarius;Wszystko co złe;182653;False;['polish alternative rap', 'polish hip hop'];46;0.759;0.463;7.0;-7.214;0.0;0.048;0.259;3.28e-06;0.114;0.344;74.004;4.0
2572;Jeszcze w zielone gramy - piosenka z filmu Plan B;['Daria Zawiałow'];Daria Zawiałow;Jeszcze w zielone gramy - piosenka z filmu Plan B;312924;False;['polish alternative', 'polish indie', 'polish pop'];50;0.451;0.852;11.0;-4.717;0.0;0.104;0.436;0.0;0.125;0.307;139.916;4.0
2573;Got Love;['Tove Lo'];Tove Lo;Queen Of The Clouds;228960;False;['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop'];35;0.683;0.783;6.0;-5.867;0.0;0.0401;0.0806;0.000481;0.106;0.431;101.983;4.0
2574;Stellar Jupiter;['Waveshaper'];Waveshaper;Solar Drifter;254080;False;['chillsynth', 'spacewave', 'synthwave'];32;0.683;0.731;9.0;-4.055;0.0;0.131;0.0426;0.0;0.142;0.445;119.96;4.0
2575;The Black Amnesias;['Hope Of The States'];Hope Of The States;The Lost Riots;280200;False;['british post-rock'];7;0.349;0.849;5.0;-3.193;1.0;0.0445;0.000237;0.824;0.491;0.105;129.292;4.0
2576;Paul Rosenberg - Skit;['Eminem'];Eminem;The Eminem Show;22746;True;['detroit hip hop', 'hip hop', 'rap'];11;0.74;0.266;1.0;-17.222;1.0;0.947;0.986;0.0;0.508;0.963;70.633;3.0
2577;O Superman;['Laurie Anderson'];Laurie Anderson;Big Science;505146;False;['art pop', 'art rock', 'bow pop', 'experimental', 'experimental pop', 'experimental vocal', 'laboratorio'];46;0.8;0.024;0.0;-20.703;0.0;0.0524;0.963;0.207;0.101;0.309;148.57;4.0
2578;Man Don't Care;['Jme', 'Giggs'];Jme;Integrity>;213250;False;['grime', 'instrumental grime', 'uk hip hop'];64;0.678;0.922;4.0;-5.311;1.0;0.219;0.329;0.0;0.0925;0.349;140.066;4.0
2579;Hybryd;['O.S.T.R.'];O.S.T.R.;Podróż Zwana Życiem;216935;False;['polish alternative rap', 'polish hip hop'];37;0.504;0.68;8.0;-6.25;0.0;0.262;0.197;0.0;0.421;0.762;178.158;4.0
2580;Pomysł 2;['Artur Rojek'];Artur Rojek;Składam się z ciągłych powtórzeń;128146;False;['polish alternative', 'polish indie', 'polish pop'];23;0.311;0.479;5.0;-9.623;0.0;0.033;0.642;0.103;0.262;0.217;92.063;3.0
2581;Focus;['Dawid Podsiadło'];Dawid Podsiadło;Annoyance and Disappointment 2.0;204600;False;['polish alternative', 'polish pop', 'talent show'];34;0.689;0.773;10.0;-8.092;1.0;0.0267;0.128;2.82e-05;0.135;0.805;137.972;4.0
2582;What I Really Wanted;['Clinton Shorter'];Clinton Shorter;The Expanse Season 3 (Original Television Soundtrack);158026;False;['canadian soundtrack', 'epicore', 'scorecore', 'soundtrack', 'video game music'];49;0.172;0.117;7.0;-21.753;1.0;0.0434;0.962;0.923;0.0976;0.0283;117.363;5.0
2583;Orphanage;['Hans Zimmer', 'Benjamin Wallfisch'];Hans Zimmer;Blade Runner 2049 (Original Motion Picture Soundtrack);73510;False;['german soundtrack', 'soundtrack'];40;0.172;0.0438;3.0;-24.02;1.0;0.0447;0.359;0.833;0.0906;0.0325;82.943;1.0
2584;Corners Of The Earth (feat. RY X);['ODESZA', 'RY X'];ODESZA;A Moment Apart (Deluxe Edition);305348;False;['chillwave', 'ninja'];47;0.342;0.705;6.0;-7.73;0.0;0.0403;0.16;0.00332;0.0876;0.0398;119.896;4.0
